Project Geographic District ,Project School Name,Project Type ,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date
18,BROOKLYN BRIDGE ACADEMY - K,SCA CIP,Scope,Complete,07/18/2016,12/02/2016,11/08/2016
18,BROOKLYN BRIDGE ACADEMY - K,SCA CIP,Design,Complete,12/14/2016,05/17/2017,05/04/2017
18,BROOKLYN BRIDGE ACADEMY - K,SCA CIP,Construction,In-Progress,12/11/2017,06/03/2019,
18,BROOKLYN BRIDGE ACADEMY - K,SCA CIP,"CM, F&E",In-Progress,12/11/2017,06/03/2019,
18,VICTORY COLLEGIATE HS - K,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
18,VICTORY COLLEGIATE HS - K,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
18,VICTORY COLLEGIATE HS - K,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
18,VICTORY COLLEGIATE HS - K,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
18,BROOKLYN BRIDGE ACADEMY - K,SCA IEH,Construction,Complete,05/16/2017,IEH,07/03/2017
18,BROOKLYN BRIDGE ACADEMY - K,SCA IEH,Construction,Complete,08/17/2017,IEH,08/20/2017
18,VICTORY COLLEGIATE HS - K,Fast Track Projects,Construction,Complete,03/21/2017,FTK,09/07/2017
18,BROOKLYN GENERATION SCHOOL - K,DIIT - RESOA,Purch & Install,Complete,04/26/2017,01/15/2018,08/17/2017
18,BROOKLYN GENERATION SCHOOL - K,SCA CIP,Scope,Complete,07/09/2015,11/19/2015,11/02/2015
18,BROOKLYN GENERATION SCHOOL - K,SCA CIP,Design,Complete,12/17/2015,07/18/2016,06/22/2016
18,BROOKLYN GENERATION SCHOOL - K,SCA CIP,Construction,In-Progress,07/10/2017,09/02/2018,
18,BROOKLYN GENERATION SCHOOL - K,SCA CIP,"CM, F&E",In-Progress,07/10/2017,09/02/2018,
18,P.S. 219 - BROOKLYN,SCA CIP,Scope,Complete,08/01/2013,01/06/2014,12/05/2013
18,P.S. 219 - BROOKLYN,SCA CIP,Design,Complete,01/08/2014,06/10/2014,10/22/2014
18,P.S. 219 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
18,P.S. 219 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
19,P.S. 7 - BROOKLYN,SCA CIP,Scope,Complete,02/15/2017,04/14/2017,03/27/2017
19,P.S. 7 - BROOKLYN,SCA CIP,Design,Complete,03/27/2017,08/24/2017,06/14/2017
19,P.S. 7 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
19,P.S. 7 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
19,P.S. 7 - BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
19,P.S. 7 - BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
19,P.S. 7 - BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
19,P.S. 7 - BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
19,P.S. 7 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,03/23/2017,DOES,
19,P.S. 13 - BROOKLYN,SCA CIP,Scope,Complete,06/08/2017,09/07/2017,07/27/2017
19,P.S. 13 - BROOKLYN,SCA CIP,Design,Complete,09/06/2017,02/09/2018,11/01/2017
19,P.S. 13 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
19,P.S. 13 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
19,P.S. 13 - BROOKLYN,SCA IEH,Construction,In-Progress,09/06/2017,IEH,
19,P.S. 13 - BROOKLYN,SCA IEH,Construction,Complete,12/05/2017,IEH,12/14/2017
19,P.S. 13 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,03/03/2017,DOES,
19,EAST NEW YORK ELEMENTARY SCHOO,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
19,EAST NEW YORK ELEMENTARY SCHOO,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
19,EAST NEW YORK ELEMENTARY SCHOO,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
19,EAST NEW YORK ELEMENTARY SCHOO,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
19,EAST NEW YORK ELEMENTARY SCHOO,SCA IEH,Construction,In-Progress,08/15/2017,IEH,
19,EAST NEW YORK ELEMENTARY SCHOO,DOE - Skilled Trades,Construction,Complete,10/07/2016,03/31/2017,03/31/2017
19,P.S. 108 - BROOKLYN,SCA CIP,Scope,In-Progress,01/19/2017,04/20/2017,
19,P.S. 108 - BROOKLYN,SCA CIP,Design,PNS,PNS,PNS,PNS
19,P.S. 108 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
19,P.S. 108 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
19,P.S. 108 - BROOKLYN,SCA IEH,Construction,In-Progress,08/14/2017,IEH,
19,P.S. 108 - BROOKLYN,DOE - Lead Paint,Construction,Complete,02/06/2017,DOEL,04/18/2017
19,P.S. 108 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,08/30/2016,DOES,
19,P.S. 149 - BROOKLYN,DOE - Lead Paint,Construction,Complete,02/06/2017,DOEL,04/18/2017
19,P.S. 158 - BROOKLYN,SCA CIP,Scope,Complete,02/15/2017,04/14/2017,03/29/2017
19,P.S. 158 - BROOKLYN,SCA CIP,Design,Complete,04/04/2017,09/01/2017,05/12/2017
19,P.S. 158 - BROOKLYN,SCA CIP,Construction,In-Progress,07/07/2017,01/02/2018,
19,P.S. 158 - BROOKLYN,SCA CIP,"CM, F&E",In-Progress,07/07/2017,01/02/2018,
19,P.S. 158 - BROOKLYN,SCA CIP,Scope,Complete,03/22/2017,06/20/2017,04/12/2017
19,P.S. 158 - BROOKLYN,SCA CIP,Design,Complete,04/12/2017,08/25/2017,09/12/2017
19,P.S. 158 - BROOKLYN,SCA CIP,Construction,In-Progress,12/10/2017,09/05/2018,
19,P.S. 158 - BROOKLYN,SCA CIP,"CM, F&E",In-Progress,12/10/2017,09/05/2018,
19,P.S. 158 - BROOKLYN,SCA IEH,Construction,Complete,08/10/2017,IEH,08/25/2017
19,P.S. 158 - BROOKLYN,DOE - Lead Paint,Construction,Complete,02/06/2017,DOEL,08/09/2017
19,P.S. 159 - BROOKLYN,DIIT - RESOA,Purch & Install,Complete,06/19/2017,10/02/2017,10/04/2017
19,P.S. 159 - BROOKLYN,DIIT - RESOA,Purch & Install,Complete,04/25/2017,01/15/2018,10/04/2017
19,SCHOOL BASED HEALTH CENTER - B,SCA IEH,Construction,Complete,09/20/2017,IEH,10/05/2017
19,I.S. 171 - BROOKLYN,SCA CIP,Scope,Complete,07/27/2015,01/28/2016,09/08/2015
19,I.S. 171 - BROOKLYN,SCA CIP,Design,Complete,10/15/2015,05/13/2016,05/03/2016
19,I.S. 171 - BROOKLYN,SCA CIP,Construction,In-Progress,02/28/2017,08/21/2018,
19,I.S. 171 - BROOKLYN,SCA CIP,"CM, F&E",In-Progress,02/28/2017,08/21/2018,
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
19,I.S. 171 - BROOKLYN,DIIT - Project Conne,Purch & Install,In-Progress,06/24/2013,12/31/2013,
19,BROOKLYN GARDENS ELEMENTARY SC,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
19,BROOKLYN GARDENS ELEMENTARY SC,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
19,BROOKLYN GARDENS ELEMENTARY SC,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
19,BROOKLYN GARDENS ELEMENTARY SC,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
19,SCHOOL OF THE FUTURE BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
19,SCHOOL OF THE FUTURE BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
19,SCHOOL OF THE FUTURE BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
19,SCHOOL OF THE FUTURE BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
19,BROOKLYN GARDENS ELEMENTARY SC,DIIT - RESOA,Purch & Install,Complete,05/22/2017,01/15/2018,08/21/2017
19,SCHOOL OF THE FUTURE BROOKLYN,DIIT - RESOA,Purch & Install,Complete,04/10/2017,01/15/2018,07/17/2017
19,P.S. 174 - BROOKLYN,DOE - Lead Paint,Construction,In-Progress,02/07/2017,DOEL,
19,P.S. 202 - BROOKLYN,SCA IEH,Construction,Complete,03/08/2017,IEH,07/02/2017
19,P.S. 202 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,08/12/2016,DOES,
19,P.S. 213 - BROOKLYN,SCA IEH,Construction,In-Progress,06/20/2017,IEH,
19,P.S. 213 - BROOKLYN,SCA IEH,Construction,In-Progress,09/06/2017,IEH,
19,P.S. 213 - BROOKLYN,DIIT - PBX Telephone,Purch & Install,Complete,07/01/2017,11/28/2017,11/28/2017
19,P.S. 213 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,02/23/2016,DOES,
19,P.S. 214 - BROOKLYN,SCA CIP,Scope,Complete,10/13/2015,04/14/2016,12/16/2015
19,P.S. 214 - BROOKLYN,SCA CIP,Design,Complete,01/26/2016,07/29/2016,06/07/2016
19,P.S. 214 - BROOKLYN,SCA CIP,Construction,In-Progress,03/20/2017,08/11/2018,
19,P.S. 214 - BROOKLYN,SCA CIP,"CM, F&E",In-Progress,03/20/2017,08/11/2018,
19,P.S. 214 - BROOKLYN,SCA CIP,Scope,Complete,02/02/2017,04/03/2017,02/22/2017
19,P.S. 214 - BROOKLYN,SCA CIP,Design,Complete,02/22/2017,07/07/2017,05/11/2017
19,P.S. 214 - BROOKLYN,SCA CIP,Construction,Complete,07/10/2017,01/05/2018,09/19/2017
19,P.S. 214 - BROOKLYN,SCA CIP,"CM, F&E",Complete,07/10/2017,01/05/2018,09/19/2017
19,I.S. 218 - BROOKLYN,SCA CIP,Scope,Complete,12/11/2015,04/28/2016,05/24/2016
19,I.S. 218 - BROOKLYN,SCA CIP,Design,Complete,06/14/2016,11/15/2016,02/21/2017
19,I.S. 218 - BROOKLYN,SCA CIP,Construction,In-Progress,08/04/2017,01/18/2019,
19,I.S. 218 - BROOKLYN,SCA CIP,"CM, F&E",In-Progress,08/04/2017,01/18/2019,
19,I.S. 218 - BROOKLYN,SCA IEH,Construction,Complete,08/07/2017,IEH,08/11/2017
19,I.S. 218 - BROOKLYN,SCA IEH,Construction,In-Progress,09/06/2017,IEH,
19,I.S. 218 - BROOKLYN,SCA IEH,Construction,Complete,10/12/2017,IEH,12/01/2017
19,I.S. 218 - BROOKLYN,SCA IEH,Construction,In-Progress,12/19/2017,IEH,
19,INVICTUS PREPARATORY CHARTER S,SCA Furniture & Equi,F&E,Complete,01/19/2017,F&E,08/17/2017
30,WILLIAM C. BRYANT HS - QUEENS,SCA CIP,Design,Complete,09/25/2015,04/05/2016,02/12/2016
30,WILLIAM C. BRYANT HS - QUEENS,SCA CIP,Construction,In-Progress,12/05/2016,12/04/2017,
30,WILLIAM C. BRYANT HS - QUEENS,SCA CIP,"CM, F&E",In-Progress,12/05/2016,12/04/2017,
30,WILLIAM C. BRYANT HS - QUEENS,SCA IEH,Construction,Complete,04/24/2017,IEH,07/30/2017
30,WILLIAM C. BRYANT HS - QUEENS,DIIT - RESOA,Purch & Install,Complete,05/11/2017,01/15/2018,08/14/2017
30,WILLIAM C. BRYANT HS - QUEENS,DOE- RESOA,Construction,PNS,PNS,PNS,PNS
30,WILLIAM C. BRYANT HS - QUEENS,DOE - Skilled Trades,Construction,In-Progress,09/11/2017,DOES,
30,NEWCOMERS HIGH SCHOOL - Q,SCA CIP,Scope,Complete,09/27/2016,09/28/2016,09/28/2016
30,NEWCOMERS HIGH SCHOOL - Q,SCA CIP,Design,Complete,09/28/2016,03/28/2017,04/24/2017
30,NEWCOMERS HIGH SCHOOL - Q,SCA CIP,Construction,In-Progress,06/27/2017,12/23/2017,
30,NEWCOMERS HIGH SCHOOL - Q,SCA CIP,"CM, F&E",In-Progress,06/27/2017,12/23/2017,
30,NEWCOMERS HIGH SCHOOL - Q,DIIT - RESOA,Purch & Install,Complete,05/11/2017,01/15/2018,08/31/2017
30,LONG ISLAND CITY HS - Q,SCA CIP,Scope,Complete,05/05/2014,09/18/2014,12/22/2014
30,LONG ISLAND CITY HS - Q,SCA CIP,Design,Complete,03/10/2015,08/07/2015,12/23/2015
30,LONG ISLAND CITY HS - Q,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,LONG ISLAND CITY HS - Q,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,LONG ISLAND CITY HS - Q,SCA CIP,Scope,Complete,08/24/2015,12/24/2015,12/12/2016
30,LONG ISLAND CITY HS - Q,SCA CIP,Design,Complete,12/14/2016,05/08/2017,12/29/2017
30,LONG ISLAND CITY HS - Q,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,LONG ISLAND CITY HS - Q,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,LONG ISLAND CITY H.S.,SCA CIP,Scope,Complete,12/21/2011,11/19/2013,10/03/2013
30,LONG ISLAND CITY H.S.,SCA CIP,Design,Complete,12/09/2013,05/12/2014,09/05/2014
30,LONG ISLAND CITY H.S.,SCA CIP,Construction,In-Progress,05/12/2015,05/10/2017,
30,LONG ISLAND CITY H.S.,SCA CIP,"CM, F&E",In-Progress,05/12/2015,05/10/2017,
30,Q993 SPED - QUEENS,DIIT - RESOA,Purch & Install,Complete,06/14/2017,07/14/2017,10/20/2017
30,FRANK SINATRA SCL OF THE ARTS,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
30,FRANK SINATRA SCL OF THE ARTS,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
30,FRANK SINATRA SCL OF THE ARTS,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
30,FRANK SINATRA SCL OF THE ARTS,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
30,Q993 SPED - QUEENS,DIIT - RESOA,Purch & Install,Complete,06/14/2017,07/14/2017,08/04/2017
30,FRANK SINATRA SCL OF THE ARTS,DIIT - RESOA,Purch & Install,Complete,05/22/2017,01/15/2018,07/05/2017
30,FRANK SINATRA SCL OF THE ARTS,DOE - Skilled Trades,Construction,In-Progress,04/14/2017,DOES,
30,ACADEMY OF AMERICAN STUDIES,SCA Capacity,Scope,Complete,07/05/2016,11/22/2016,12/23/2016
30,ACADEMY OF AMERICAN STUDIES,SCA Capacity,Design,Complete,12/27/2016,07/10/2017,08/08/2017
30,ACADEMY OF AMERICAN STUDIES,SCA Capacity,Construction,PNS,PNS,PNS,PNS
30,ACADEMY OF AMERICAN STUDIES,SCA Capacity,"CM,Art,F&E",PNS,PNS,PNS,PNS
30,Q004 SPED - QUEENS,SCA CIP RESOA,Scope,Complete,06/02/2017,08/31/2017,06/20/2017
30,Q004 SPED - QUEENS,SCA CIP RESOA,Design,In-Progress,06/21/2017,11/06/2017,
30,Q004 SPED - QUEENS,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
30,Q004 SPED - QUEENS,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
30,HS FOR INFORMATION TECH - QUEE,DOE - Skilled Trades,Construction,In-Progress,11/28/2017,DOES,
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
30,YOUNG W. LEADERSHIP SCL ASTORI,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
30,BACCALAUREATE SCL FOR GLOBAL E,DIIT - RESOA,Purch & Install,Complete,06/21/2017,07/21/2017,09/28/2017
30,BACCALAUREATE SCL FOR GLOBAL E,DIIT - RESOA,Purch & Install,Complete,06/21/2017,07/21/2017,09/28/2017
30,BACCALAUREATE SCL FOR GLOBAL E,DOE - Skilled Trades,Construction,In-Progress,03/18/2016,DOES,
30,DOE BUREAU OF SUPPLIES,SCA CIP,Scope,Complete,07/03/2012,12/03/2012,04/26/2013
30,DOE BUREAU OF SUPPLIES,SCA CIP,Design,PNS,PNS,PNS,PNS
30,DOE BUREAU OF SUPPLIES,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,DOE BUREAU OF SUPPLIES,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,BUREAU OF SUPPLIES - QUEENS,SCA CIP,Scope,Complete,10/28/2013,04/02/2014,05/13/2014
30,BUREAU OF SUPPLIES - QUEENS,SCA CIP,Design,Complete,02/10/2014,10/14/2014,11/26/2014
30,BUREAU OF SUPPLIES - QUEENS,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,BUREAU OF SUPPLIES - QUEENS,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,BUREAU OF SUPPLIES - QUEENS,SCA IEH,Construction,Complete,11/07/2017,IEH,11/08/2017
30,BUREAU OF SUPPLIES - QUEENS,Fast Track Projects,Construction,In-Progress,10/31/2012,FTK,
30,PRE-K @ 27-35 JACKSON AVE - Q,PRE-K,Scope,Complete,01/28/2016,02/12/2016,02/18/2016
30,PRE-K @ 27-35 JACKSON AVE - Q,PRE-K,Design,Complete,02/19/2016,03/15/2016,11/02/2016
30,PRE-K @ 27-35 JACKSON AVE - Q,PRE-K,Construction,Complete,12/01/2016,06/28/2017,08/30/2017
30,PRE-K @ 27-35 JACKSON AVE - Q,PRE-K,"CM, F&E",Complete,12/01/2016,06/28/2017,08/30/2017
31,P.S. 1 - STATEN ISLAND,SCA CIP,Scope,Complete,03/11/2014,07/24/2014,07/14/2014
31,P.S. 1 - STATEN ISLAND,SCA CIP,Design,Complete,09/03/2014,02/06/2015,10/20/2016
31,P.S. 1 - STATEN ISLAND,SCA CIP,Construction,In-Progress,01/17/2017,12/17/2018,
31,P.S. 1 - STATEN ISLAND,SCA CIP,"CM, F&E",In-Progress,01/17/2017,12/17/2018,
31,P.S. 1 - STATEN ISLAND,SCA CIP,Scope,Complete,07/25/2017,07/25/2017,07/25/2017
31,P.S. 1 - STATEN ISLAND,SCA CIP,Design,Complete,07/25/2017,12/27/2017,08/17/2017
31,P.S. 1 - STATEN ISLAND,SCA CIP,Construction,PNS,PNS,PNS,PNS
31,P.S. 1 - STATEN ISLAND,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 1 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 1 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 1 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 1 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 1 - STATEN ISLAND,SCA IEH,Construction,In-Progress,02/27/2017,IEH,
31,P.S. 1 - STATEN ISLAND,SCA IEH,Construction,Complete,08/21/2017,IEH,08/27/2017
31,P.S. 1 - STATEN ISLAND,DIIT - RESOA,Purch & Install,Complete,07/19/2017,10/04/2017,10/06/2017
31,P.S. 1 - STATEN ISLAND,DOE- RESOA,Construction,In-Progress,03/31/2017,DOER,
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Scope,Complete,01/23/2017,03/24/2017,03/16/2017
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Design,Complete,03/16/2017,08/15/2017,05/15/2017
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Construction,Complete,07/05/2017,05/30/2018,12/13/2017
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",Complete,07/05/2017,05/30/2018,12/13/2017
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Scope,Complete,06/28/2017,10/27/2017,09/13/2017
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Design,In-Progress,09/13/2017,03/14/2018,
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,I.S. 2 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,I.S. 2 - STATEN ISLAND,SCA IEH,Construction,Complete,06/06/2017,IEH,08/20/2017
31,I.S. 2 - STATEN ISLAND,SCA IEH,Construction,In-Progress,12/04/2017,IEH,
31,I.S. 2 - STATEN ISLAND,DOE- RESOA,Construction,In-Progress,09/20/2016,DOER,
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,Scope,Complete,01/20/2017,03/20/2017,05/15/2017
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,Design,Complete,05/15/2017,10/16/2017,05/15/2017
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,Construction,Complete,06/30/2017,01/25/2018,11/03/2017
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",Complete,06/30/2017,01/25/2018,11/03/2017
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 3 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 51 - BRONX,SCA CIP RESOA,Scope,Complete,06/14/2017,08/14/2017,08/01/2017
31,P.S. 51 - BRONX,SCA CIP RESOA,Design,Complete,08/09/2017,11/06/2017,10/27/2017
31,P.S. 51 - BRONX,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 51 - BRONX,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 4 - STATEN ISLAND,SCA CIP,Scope,Complete,06/27/2016,09/26/2016,07/26/2016
31,P.S. 4 - STATEN ISLAND,SCA CIP,Design,Complete,08/03/2016,02/08/2017,11/17/2016
31,P.S. 4 - STATEN ISLAND,SCA CIP,Construction,In-Progress,06/15/2017,06/14/2018,
31,P.S. 4 - STATEN ISLAND,SCA CIP,"CM, F&E",In-Progress,06/15/2017,06/14/2018,
31,R037 SPED - STATEN ISLAND,DIIT - RESOA,Purch & Install,Complete,05/16/2017,01/15/2018,07/27/2017
31,P.S. 004 MAURICE WOLLIN,DIIT - RESOA,Purch & Install,Complete,10/03/2017,11/02/2017,11/13/2017
31,P.S. 5 - STATEN ISLAND,SCA CIP,Scope,Complete,06/20/2016,11/03/2016,12/14/2016
31,P.S. 5 - STATEN ISLAND,SCA CIP,Design,Complete,01/10/2017,06/12/2017,11/13/2017
31,P.S. 5 - STATEN ISLAND,SCA CIP,Construction,PNS,PNS,PNS,PNS
31,P.S. 5 - STATEN ISLAND,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 5 - STATEN ISLAND,SCA CIP RESOA,Scope,Complete,01/10/2017,03/10/2017,03/28/2017
24,I.S. 61 - QUEENS,SCA CIP,Design,Complete,06/29/2016,12/01/2016,01/10/2017
24,I.S. 61 - QUEENS,SCA CIP,Construction,In-Progress,10/10/2017,10/09/2018,
24,I.S. 61 - QUEENS,SCA CIP,"CM, F&E",In-Progress,10/10/2017,10/09/2018,
24,I.S. 61 - QUEENS,SCA IEH,Construction,Complete,05/25/2017,IEH,07/15/2017
24,P.S. 68 - QUEENS,SCA CIP,Scope,Complete,06/18/2012,10/18/2012,09/12/2012
24,P.S. 68 - QUEENS,SCA CIP,Design,Complete,10/16/2012,03/21/2013,01/29/2014
24,P.S. 68 - QUEENS,SCA CIP,Construction,PNS,PNS,PNS,PNS
24,P.S. 68 - QUEENS,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
24,P.S. 68 - QUEENS,DIIT - RESOA,Purch & Install,Complete,05/05/2017,01/15/2018,08/14/2017
24,P.S. 71 - QUEENS,SCA CIP,Scope,Complete,07/10/2013,11/25/2013,02/12/2014
24,P.S. 71 - QUEENS,SCA CIP,Design,Complete,02/12/2014,07/15/2014,07/29/2015
24,P.S. 71 - QUEENS,SCA CIP,Construction,PNS,PNS,PNS,PNS
24,P.S. 71 - QUEENS,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
24,P.S. 71 - QUEENS,SCA IEH,Construction,In-Progress,11/17/2017,IEH,
24,P.S. 71 - QUEENS,DIIT - Project Conne,Purch & Install,In-Progress,02/06/2009,02/01/2016,
24,P.S. 71 - QUEENS,DIIT - RESOA,Purch & Install,Complete,05/11/2017,01/15/2018,08/10/2017
24,P.S. 71 - QUEENS,DOE - Lead Paint,Construction,In-Progress,01/11/2017,DOEL,
24,P.S. 71 - QUEENS,DOE- RESOA,Construction,In-Progress,11/30/2017,DOER,
24,I.S. 73,SCA CIP,Scope,Complete,10/11/2011,01/12/2012,12/06/2011
24,I.S. 73,SCA CIP,Design,Complete,12/15/2011,06/19/2012,04/24/2012
24,I.S. 73,SCA CIP,Construction,In-Progress,11/28/2012,02/20/2014,
24,I.S. 73,SCA CIP,"CM, F&E",In-Progress,11/28/2012,02/20/2014,
24,I.S. 73 - QUEENS,DIIT - RESOA,Purch & Install,Complete,05/16/2017,01/15/2018,10/10/2017
24,I.S. 73 - QUEENS,DOE - Skilled Trades,Construction,In-Progress,12/27/2016,DOES,
24,I.S. 73 - QUEENS,DOE - Skilled Trades,Construction,In-Progress,08/14/2017,DOES,
24,Q075 SPED - QUEENS,SCA CIP,Scope,Complete,07/01/2014,12/03/2014,08/12/2014
24,Q075 SPED - QUEENS,SCA CIP,Design,Complete,09/02/2014,02/05/2015,02/17/2015
24,Q075 SPED - QUEENS,SCA CIP,Construction,Complete,02/10/2016,08/02/2017,08/02/2017
